City,State,Shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
Hart,MI,Fireball,1998-02-05,07:11,Thursday,05,02
Memphis,TN,Triangle,1998-02-05,00:45,Thursday,05,02
Portage,MI,Sphere,1998-02-03,18:50,Tuesday,03,02
Apache Junction (southeast of),AZ,Other,1998-02-03,02:45,Tuesday,03,02
Aurora,CO,Light,1998-02-02,22:23,Monday,02,02
Fort Cambell (25 or 30 mi. nw),KY,Light,1998-02-02,19:00,Monday,02,02
East Los Angeles,CA,Triangle,1998-02-01,15:00,Sunday,01,02
Newbury Park,CA,Chevron,1998-02-01,01:00,Sunday,01,02
Four Corners,NM,Other,1998-02-01,00:30,Sunday,01,02
"Ozark National Forest (near Spring Lake, aprx.5 miles to N)",AR,Rectangle,1998-03-31,19:30,Tuesday,31,03
Baraboo,WI,Light,1998-03-31,05:00,Tuesday,31,03
Davenport (Vanderveer Park),IA,Circle,1998-03-30,23:00,Monday,30,03
Bel Air,MD,Formation,1998-03-30,22:30,Monday,30,03
Lunenburg,MA,Fireball,1998-03-29,20:18,Sunday,29,03
Indio,CA,Light,1998-03-29,19:30,Sunday,29,03
Yakima,WA,Changing,1998-03-29,02:29,Sunday,29,03
Death Valley (Furnace Creek Ranch),CA,Fireball,1998-03-28,20:30,Saturday,28,03
Urbana,OH,Disk,1998-03-28,13:00,Saturday,28,03
Clifton Park (30 min north of Albany),NY,Other,1998-03-27,23:00,Friday,27,03
Newnan,GA,Disk,1998-03-27,23:00,Friday,27,03
Arroyo Grande,CA,Disk,1998-03-27,22:35,Friday,27,03
Pueblo,CO,Light,1998-03-27,21:00,Friday,27,03
Milwaukee,WI,Circle,1998-03-27,20:40,Friday,27,03
Lake Wales,FL,Light,1998-03-26,22:00,Thursday,26,03
Portland,OR,Light,1998-03-26,22:00,Thursday,26,03
"St. Cloud (south of, over Lake Tohopekilagia)",FL,Light,1998-03-26,21:50,Thursday,26,03
Kissimmee,FL,Light,1998-03-26,21:45,Thursday,26,03
St. Cloud,FL,Light,1998-03-26,21:30,Thursday,26,03
Beautiful Home Community of Monroe County,KY,Light,1998-03-26,19:00,Thursday,26,03
Poseyville,IN,Oval,1998-03-26,19:00,Thursday,26,03
Alexandria,LA,Triangle,1998-03-25,23:30,Wednesday,25,03
Teague,TX,Fireball,1998-03-24,22:10,Tuesday,24,03
Fort Pierce/Orlando (between),FL,Fireball,1998-03-24,22:00,Tuesday,24,03
Tempe,AZ,Triangle,1998-03-24,21:55,Tuesday,24,03
Lake Placid,FL,Light,1998-03-24,21:50,Tuesday,24,03
Southport,CT,Circle,1998-03-24,16:38,Tuesday,24,03
Ceasar's Creek and Dayton,OH,Light,1998-03-24,11:30,Tuesday,24,03
Doylestown,PA,Disk,1998-03-22,23:30,Sunday,22,03
San Antonio,TX,Formation,1998-03-21,22:30,Saturday,21,03
Holland,MI,Flash,1998-03-21,20:15,Saturday,21,03
Ten Sleep (outside of),WY,Disk,1998-03-21,20:00,Saturday,21,03
Kearney,NE,Triangle,1998-03-20,21:46,Friday,20,03
Kansas City,MO,Formation,1998-03-20,20:50,Friday,20,03
Okoboji,IA,Fireball,1998-03-20,18:00,Friday,20,03
Kentwood,MI,Triangle,1998-03-20,01:00,Friday,20,03
Harriman State Park,NY,Light,1998-03-20,00:00,Friday,20,03
Grosse Ile,MI,Diamond,1998-03-19,23:00,Thursday,19,03
Spring Hill,TN,Light,1998-03-19,19:00,Thursday,19,03
Trout Run,PA,Fireball,1998-03-18,02:00,Wednesday,18,03
Bar Harbor,ME,Fireball,1998-03-16,20:56,Monday,16,03
Albany,OR,Cigar,1998-03-16,20:30,Monday,16,03
Seattle,WA,Sphere,1998-03-16,13:30,Monday,16,03
Lunenburg,MA,Light,1998-03-16,03:22,Monday,16,03
Holderness,NH,Fireball,1998-03-16,03:15,Monday,16,03
Roswell,NM,Triangle,1998-03-15,00:00,Sunday,15,03
Farina,IL,Fireball,1998-03-15,22:30,Sunday,15,03
Greensboro,NC,Light,1998-03-15,21:30,Sunday,15,03
Los Osos,CA,Sphere,1998-03-15,21:30,Sunday,15,03
Danbury,CT,Cylinder,1998-03-15,20:30,Sunday,15,03
Anchorage,AK,Oval,1998-03-15,20:30,Sunday,15,03
North Pole,AK,Sphere,1998-03-15,20:00,Sunday,15,03
Gladewater,TX,Triangle,1998-03-15,19:00,Sunday,15,03
Gunnison (30 Miles NE of),CO,Disk,1998-03-15,14:30,Sunday,15,03
Bozeman,MT,Triangle,1998-03-15,14:00,Sunday,15,03
Southaven,MS,Disk,1998-03-15,13:00,Sunday,15,03
Oak Creek,CO,Light,1998-03-15,04:00,Sunday,15,03
Frankfort,IN,Triangle,1998-03-14,21:00,Saturday,14,03
Bradenton,FL,Cigar,1998-03-14,15:00,Saturday,14,03
Tacoma,WA,Fireball,1998-03-14,07:50,Saturday,14,03
Tulsa,OK,Light,1998-03-13,23:40,Friday,13,03
Novato,CA,Flash,1998-03-13,22:15,Friday,13,03
Seattle,WA,Sphere,1998-03-13,21:50,Friday,13,03
San Diego,CA,Circle,1998-03-13,21:00,Friday,13,03
Florence,OR,Cigar,1998-03-13,17:30,Friday,13,03
San Jose,CA,Sphere,1998-03-13,13:30,Friday,13,03
Ashtabula,OH,Cigar,1998-03-12,22:10,Thursday,12,03
Greenland,NH,Sphere,1998-03-12,08:34,Thursday,12,03
Red River,NM,Cylinder,1998-03-12,04:30,Thursday,12,03
San Antonio,TX,Light,1998-03-12,02:30,Thursday,12,03
Kennewick,WA,Diamond,1998-03-12,01:40,Thursday,12,03
Eagle County,CO,Fireball,1998-03-12,01:10,Thursday,12,03
Quincy,CA,Circle,1998-03-11,23:30,Wednesday,11,03
Colorado Springs,CO,Other,1998-03-11,22:03,Wednesday,11,03
Los Penisquitos (San Diego),CA,Light,1998-03-11,19:30,Wednesday,11,03
Kauai (2/miles off north coast of),HI,Sphere,1998-03-11,16:45,Wednesday,11,03
Alexandria,VA,Chevron,1998-03-10,20:00,Tuesday,10,03
Windber,PA,Formation,1998-03-10,19:00,Tuesday,10,03
Columbia,SC,Diamond,1998-03-10,19:00,Tuesday,10,03
Fort Gordon,GA,Light,1998-03-10,18:00,Tuesday,10,03
Santa Monica,CA,Sphere,1998-03-10,07:00,Tuesday,10,03
Tucson,AZ,Triangle,1998-03-09,22:25,Monday,09,03
Butte County,CA,Light,1998-03-09,19:40,Monday,09,03
Columbus,GA,Changing,1998-03-08,22:00,Sunday,08,03
Wichita,KS,Cylinder,1998-03-08,12:00,Sunday,08,03
Chinook,MT,Changing,1998-03-07,22:00,Saturday,07,03
West Palm Beach (Vero),FL,Fireball,1998-03-07,20:00,Saturday,07,03
Punta Gorda,FL,Disk,1998-03-07,19:50,Saturday,07,03
Kennedy Space Center,FL,Triangle,1998-03-07,19:30,Saturday,07,03
West Palm Beach (Road House Grill),FL,Formation,1998-03-07,19:30,Saturday,07,03
Bonita Springs (in the east as seen from),FL,Other,1998-03-07,19:30,Saturday,07,03
Port Charlotte,FL,Light,1998-03-07,19:00,Saturday,07,03
Central Florida (Melbourn to West Palm to Orlando),FL,Light,1998-03-07,19:00,Saturday,07,03
Lehigh Acres,FL,Fireball,1998-03-07,18:50,Saturday,07,03
Englewood,FL,Sphere,1998-03-07,18:50,Saturday,07,03
Sarasota,FL,Light,1998-03-07,18:48,Saturday,07,03
Vero Beach (Northern),FL,Formation,1998-03-07,18:45,Saturday,07,03
Port St. Lucie,FL,Light,1998-03-07,18:45,Saturday,07,03
Sebastian Inlet,FL,Light,1998-03-07,18:45,Saturday,07,03
Lighthouse Point,FL,Light,1998-03-07,18:45,Saturday,07,03
Fort Myers,FL,Fireball,1998-03-07,18:45,Saturday,07,03
West Palm Beach,FL,Circle,1998-03-07,18:45,Saturday,07,03
Orlando,FL,Light,1998-03-07,18:45,Saturday,07,03
Tampa,FL,Other,1998-03-07,18:45,Saturday,07,03
North Fort Myers,FL,Sphere,1998-03-07,18:40,Saturday,07,03
Temple Terrace,FL,Light,1998-03-07,18:40,Saturday,07,03
Orlando,FL,Sphere,1998-03-07,18:35,Saturday,07,03
Lake Placid,FL,Light,1998-03-07,18:30,Saturday,07,03
Benson (Just outside of),NC,Fireball,1998-03-07,18:17,Saturday,07,03
Cocoa Beach,FL,Light,1998-03-07,18:00,Saturday,07,03
Malabar,FL,Triangle,1998-03-07,08:00,Saturday,07,03
Pittsfield,ME,Formation,1998-03-05,22:45,Thursday,05,03
Norfolk,VA,Fireball,1998-03-05,19:00,Thursday,05,03
Spanish Fork,UT,Triangle,1998-03-05,16:00,Thursday,05,03
Goleta,CA,Circle,1998-03-05,10:00,Thursday,05,03
Houston,TX,Sphere,1998-03-03,20:00,Tuesday,03,03
Flagstaff,AZ,Light,1998-03-03,20:00,Tuesday,03,03
New Albany,IN,Light,1998-03-01,22:00,Sunday,01,03
Windham,NY,Formation,1998-03-01,19:00,Sunday,01,03
Beal AFB,CA,Disk,1998-03-01,02:30,Sunday,01,03
Austin,TX,Sphere,1998-04-30,19:00,Thursday,30,04
"Reno (30 miles due east of, in California)",CA,Other,1998-04-30,01:00,Thursday,30,04
Republic (northwest),WA,Fireball,1998-04-29,07:15,Wednesday,29,04
Simpsonville,SC,Light,1998-04-29,06:25,Wednesday,29,04
Colorado Springs,CO,Flash,1998-04-28,22:42,Tuesday,28,04
Tulsa,OK,Circle,1998-04-28,22:00,Tuesday,28,04
Santa Cruz,CA,Other,1998-04-27,11:00,Monday,27,04
Comer,GA,Disk,1998-04-26,23:50,Sunday,26,04
Eagan,MN,Light,1998-04-26,21:45,Sunday,26,04
Roca,NE,Triangle,1998-04-25,22:30,Saturday,25,04
Blanchard,OK,Triangle,1998-04-25,21:45,Saturday,25,04
Manito (outside of),IL,Formation,1998-04-25,21:00,Saturday,25,04
Frisco,CO,Oval,1998-04-25,20:00,Saturday,25,04
Mt. Charlston,NV,Formation,1998-04-24,00:30,Friday,24,04
Bedford Park,IL,Fireball,1998-04-24,00:25,Friday,24,04
West Boca Raton,FL,Circle,1998-04-23,22:30,Thursday,23,04
Shoreline (Views from),WA,Other,1998-04-23,21:25,Thursday,23,04
Hollywood,CA,Light,1998-04-23,18:00,Thursday,23,04
Oconomowoc,WI,Light,1998-04-23,17:21,Thursday,23,04
Epcot Center (Walt Diseny World),FL,Disk,1998-04-23,16:00,Thursday,23,04
Oneonta,NY,Light,1998-04-23,04:01,Thursday,23,04
North Little Rock,AR,Light,1998-04-22,22:00,Wednesday,22,04
Federal Way (3 miles north of),WA,Light,1998-04-22,21:30,Wednesday,22,04
Yakima,WA,Circle,1998-04-22,21:30,Wednesday,22,04
"Vancouver (western sky over), moving north to south.",WA,Light,1998-04-22,21:30,Wednesday,22,04
Pacific,WA,Light,1998-04-22,21:24,Wednesday,22,04
Bangor Submarine Base (Olympic Penninsula),WA,Disk,1998-04-22,21:23,Wednesday,22,04
Shelton,WA,Circle,1998-04-22,21:22,Wednesday,22,04
Snohomish,WA,Oval,1998-04-22,21:20,Wednesday,22,04
Portland (southeast),OR,Sphere,1998-04-22,21:20,Wednesday,22,04
Friday Harbor,WA,Fireball,1998-04-22,21:20,Wednesday,22,04
Sierra Vista,AZ,Light,1998-04-22,20:00,Wednesday,22,04
Machias,ME,Light,1998-04-22,16:00,Wednesday,22,04
"Melbourne (looking in the SE sky, perhaps over Bahama)",FL,Light,1998-04-22,05:00,Wednesday,22,04
Santa Cruz,CA,Fireball,1998-04-21,23:46,Tuesday,21,04
Pecos (mile marker 205 highway 10),TX,Chevron,1998-04-21,00:24,Tuesday,21,04
Brighton,IL,Triangle,1998-04-20,22:00,Monday,20,04
Muskegon,MI,Other,1998-04-20,21:00,Monday,20,04
Valdosta (south of),GA,Circle,1998-04-20,10:30,Monday,20,04
Vancouver,WA,Sphere,1998-04-20,09:00,Monday,20,04
Chicago (near O'hare airport),IL,Other,1998-04-19,22:10,Sunday,19,04
Glenview,IL,Triangle,1998-04-18,21:30,Saturday,18,04
Tampa (near),FL,Changing,1998-04-18,14:00,Saturday,18,04
Plainwell,MI,Triangle,1998-04-17,23:15,Friday,17,04
Lafayette/Moraga (Between),CA,Fireball,1998-04-16,23:16,Thursday,16,04
Fort Gay,WV,Disk,1998-04-16,15:00,Thursday,16,04
Milpitas,CA,Sphere,1998-04-16,03:08,Thursday,16,04
Lancing (Rome Road),TN,Light,1998-04-15,23:30,Wednesday,15,04
Arlington,VT,Light,1998-04-15,22:00,Wednesday,15,04
Magna,UT,Light,1998-04-15,22:00,Wednesday,15,04
New Bedford,MA,Oval,1998-04-15,22:00,Wednesday,15,04
Flagstaff,AZ,Circle,1998-04-15,20:48,Wednesday,15,04
Hartsgrove,OH,Disk,1998-04-15,20:30,Wednesday,15,04
Richmond,CA,Disk,1998-04-15,20:00,Wednesday,15,04
Roanoke,VA,Fireball,1998-04-15,17:44,Wednesday,15,04
Murfreesboro,TN,Sphere,1998-04-15,15:00,Wednesday,15,04
San Antonio,TX,Cylinder,1998-04-15,13:00,Wednesday,15,04
South Zanesville,OH,Light,1998-04-15,09:00,Wednesday,15,04
Baraboo,WI,Sphere,1998-04-15,08:20,Wednesday,15,04
Passaic,NJ,Other,1998-04-15,08:00,Wednesday,15,04
Catawba,OH,Triangle,1998-04-15,07:45,Wednesday,15,04
Ashland (outside Douglas Co.),NE,Fireball,1998-04-15,03:30,Wednesday,15,04
Texico,IL,Other,1998-04-14,21:30,Tuesday,14,04
Vienna,VA,Changing,1998-04-14,13:19,Tuesday,14,04
Spokane,WA,Light,1998-04-14,03:20,Tuesday,14,04
Binghamton,NY,Other,1998-04-13,07:00,Monday,13,04
Cleveland,TN,Triangle,1998-04-12,23:30,Sunday,12,04
Castle Rock,CO,Triangle,1998-04-12,22:00,Sunday,12,04
Cleveland,OH,Light,1998-04-12,18:45,Sunday,12,04
Waldorf,MD,Oval,1998-04-12,17:00,Sunday,12,04
Yucaipa,CA,Light,1998-04-12,00:30,Sunday,12,04
Corralitos,CA,Other,1998-04-11,21:15,Saturday,11,04
Spring Valley,CA,Fireball,1998-04-11,19:00,Saturday,11,04
Woodland Hills,CA,Light,1998-04-11,11:00,Saturday,11,04
Pembroke Pines,FL,Triangle,1998-04-10,21:00,Friday,10,04
Fort Lewis,WA,Circle,1998-04-10,11:30,Friday,10,04
El Cajon,CA,Cigar,1998-04-10,05:45,Friday,10,04
Golden Valley,MN,Cylinder,1998-04-09,23:00,Thursday,09,04
Colorado Springs,CO,Other,1998-04-09,21:34,Thursday,09,04
Colorado Springs,CO,Other,1998-04-09,21:15,Thursday,09,04
San Diego,CA,Oval,1998-04-09,10:00,Thursday,09,04
Lake Wales,FL,Light,1998-04-06,00:00,Monday,06,04
Channahon (near Joliet),IL,Triangle,1998-04-05,23:35,Sunday,05,04
it was in the middle of no where,GA,Disk,1998-04-05,19:00,Sunday,05,04
Soquel,CA,Other,1998-04-05,11:50,Sunday,05,04
Baraboo,WI,Light,1998-04-05,08:10,Sunday,05,04
Winslow,ME,Light,1998-04-05,01:00,Sunday,05,04
Gardiner,ME,Circle,1998-04-04,23:30,Saturday,04,04
Northern California,CA,Light,1998-04-04,23:00,Saturday,04,04
Cheyenne,WY,Sphere,1998-04-04,09:00,Saturday,04,04
Eau Claire,WI,Diamond,1998-04-03,22:20,Friday,03,04
"1-25 corridor (southbound, 65 miles north NM border)",CO,Disk,1998-04-03,21:30,Friday,03,04
Wickiup (the closest city would be),AZ,Other,1998-04-03,20:01,Friday,03,04
Fairfax (GMU campus),VA,Oval,1998-04-03,18:45,Friday,03,04
Waldorf,MD,Circle,1998-04-03,07:30,Friday,03,04
San Antonio,TX,Triangle,1998-04-03,01:25,Friday,03,04
Greenville,OH,Other,1998-04-02,22:50,Thursday,02,04
Austin,TX,Flash,1998-04-02,21:30,Thursday,02,04
Midland,TX,Disk,1998-04-02,14:10,Thursday,02,04
Santa Clarita,CA,Fireball,1998-04-02,05:00,Thursday,02,04
Henry County,OH,Triangle,1998-04-01,21:00,Wednesday,01,04
Providence,RI,Circle,1998-04-01,13:00,Wednesday,01,04
Glendale,CA,Circle,1998-04-01,08:00,Wednesday,01,04
Vancouver,WA,Triangle,1998-05-31,21:30,Sunday,31,05
Penfield,IL,Disk,1998-05-31,21:00,Sunday,31,05
Fort Hood,TX,Light,1998-05-31,02:30,Sunday,31,05
Salem,OR,Oval,1998-05-30,21:00,Saturday,30,05
Whitehorse,MT,Light,1998-05-30,04:00,Saturday,30,05
Woodstock,IL,Cigar,1998-05-30,01:40,Saturday,30,05
Elmira (at drive in movie),NY,Triangle,1998-05-29,23:30,Friday,29,05
Phoenix,AZ,Cigar,1998-05-29,05:10,Friday,29,05
Phoenix,AZ,Cigar,1998-05-29,05:10,Friday,29,05
Phoenix,AZ,Oval,1998-05-29,05:00,Friday,29,05
Dallas,TX,Disk,1998-05-29,04:45,Friday,29,05
Maple Shade,NJ,Sphere,1998-05-29,03:00,Friday,29,05
North Bend,OH,Triangle,1998-05-29,01:30,Friday,29,05
Davie,FL,Flash,1998-05-28,22:43,Thursday,28,05
Tucker,GA,Changing,1998-05-28,22:30,Thursday,28,05
Santa Fe,NM,Fireball,1998-05-28,20:30,Thursday,28,05
Stanwood,WA,Rectangle,1998-05-28,20:10,Thursday,28,05
Madison,WI,Cylinder,1998-05-25,12:05,Monday,25,05
Asbury Park,NJ,Cigar,1998-05-24,22:40,Sunday,24,05
Boston Location/Hancock,MI,Disk,1998-05-23,16:30,Saturday,23,05
Moab,UT,Fireball,1998-05-23,12:00,Saturday,23,05
Tigard,OR,Triangle,1998-05-22,21:00,Friday,22,05
Indianapolis,IN,Changing,1998-05-22,14:20,Friday,22,05
Denver,CO,Flash,1998-05-21,21:30,Thursday,21,05
St. Charles,ID,Other,1998-05-21,20:00,Thursday,21,05
Ridgway,PA,Disk,1998-05-21,13:00,Thursday,21,05
Spokane,WA,Light,1998-05-21,02:50,Thursday,21,05
Burlington,VT,Light,1998-05-20,22:40,Wednesday,20,05
Salt Lake City,UT,Chevron,1998-05-20,22:30,Wednesday,20,05
Buffalo Grove,IL,Light,1998-05-20,21:45,Wednesday,20,05
Morristown,OH,Fireball,1998-05-20,21:00,Wednesday,20,05
Atlantic City,NJ,Circle,1998-05-20,17:30,Wednesday,20,05
Granville,OH,Light,1998-05-20,04:30,Wednesday,20,05
Norfolk,MA,Other,1998-05-20,03:15,Wednesday,20,05
Hill AFB,UT,Chevron,1998-05-20,02:00,Wednesday,20,05
Fort Myers,FL,Circle,1998-05-20,01:00,Wednesday,20,05
Rapid City,SD,Other,1998-05-18,23:30,Monday,18,05
Salt Lake City,UT,Triangle,1998-05-17,23:30,Sunday,17,05
Kaleva,MI,Light,1998-05-17,23:20,Sunday,17,05
Colorado Springs,CO,Light,1998-05-17,22:25,Sunday,17,05
Almont,MI,Circle,1998-05-17,17:00,Sunday,17,05
Belle Vernon,PA,Other,1998-05-17,08:10,Sunday,17,05
Simla,CO,Changing,1998-05-16,23:47,Saturday,16,05
Manteca,CA,Triangle,1998-05-16,22:30,Saturday,16,05
Andover,MN,Light,1998-05-16,21:45,Saturday,16,05
Overland Park,KS,Fireball,1998-05-16,16:00,Saturday,16,05
Wheat Ridge,CO,Cylinder,1998-05-16,03:00,Saturday,16,05
Westbrook,ME,Oval,1998-05-16,02:30,Saturday,16,05
Pueblo West,CO,Triangle,1998-05-15,23:30,Friday,15,05
Newnan,GA,Light,1998-05-15,23:00,Friday,15,05
Sebastopol,MS,Light,1998-05-15,21:45,Friday,15,05
New York City (Bronx),NY,Oval,1998-05-15,20:00,Friday,15,05
Vincennes,IN,Triangle,1998-05-15,20:00,Friday,15,05
Des Plaines,IL,Other,1998-05-15,18:00,Friday,15,05
Nettleton,MS,Light,1998-05-15,07:30,Friday,15,05
Ft. Campbell,KY,Circle,1998-05-15,07:30,Friday,15,05
S. Beloit,IL,Circle,1998-05-15,00:00,Friday,15,05
Rose,NY,Triangle,1998-05-15,00:00,Friday,15,05
Chebanse,IL,Disk,1998-05-12,21:00,Tuesday,12,05
Kinston/Richlands (between; Rt. 258),NC,Cigar,1998-05-12,16:00,Tuesday,12,05
Pampa,TX,Light,1998-05-12,03:00,Tuesday,12,05
Superior,WI,Circle,1998-05-12,01:00,Tuesday,12,05
South Holland,IL,Disk,1998-05-11,22:12,Monday,11,05
Oklahoma,OK,Circle,1998-05-10,22:00,Sunday,10,05
Carpentersville,IL,Circle,1998-05-10,21:30,Sunday,10,05
Seattle,WA,Fireball,1998-05-10,10:00,Sunday,10,05
Asbury community,NC,Light,1998-05-09,20:00,Saturday,09,05
Midlothian,IL,Other,1998-05-08,22:00,Friday,08,05
Deerfield Beach,FL,Light,1998-05-08,21:40,Friday,08,05
Pompano Beach,FL,Triangle,1998-05-08,21:40,Friday,08,05
New York City (Bronx),NY,Triangle,1998-05-08,19:15,Friday,08,05
Manito (2 miles north of),IL,Triangle,1998-05-06,23:30,Wednesday,06,05
Colorado Springs,CO,Other,1998-05-06,20:00,Wednesday,06,05
Auburn,WA,Sphere,1998-05-06,13:30,Wednesday,06,05
Moultrie,GA,Changing,1998-05-04,06:00,Monday,04,05
San Diego,CA,Disk,1998-05-04,00:00,Monday,04,05
Las Vegas,NV,Triangle,1998-05-03,21:00,Sunday,03,05
Portland,OR,Triangle,1998-05-02,22:45,Saturday,02,05
Los Angeles,CA,Triangle,1998-05-02,06:00,Saturday,02,05
Fort Smith,AR,Disk,1998-05-02,01:00,Saturday,02,05
Gwinn,MI,Triangle,1998-05-01,22:00,Friday,01,05
Lufkin,TX,Light,1998-05-01,21:00,Friday,01,05
Cleveland,OH,Light,1998-05-01,21:00,Friday,01,05
New York City (Manhattan),NY,Triangle,1998-05-01,18:30,Friday,01,05
Cordele,GA,Diamond,1998-05-01,16:00,Friday,01,05
San Diego,CA,Light,1998-05-01,02:00,Friday,01,05
Hardin,KY,Triangle,1998-05-01,00:00,Friday,01,05
"Rural (""middle of nowhere"")",NV,Formation,1998-05-01,00:00,Friday,01,05
Waldorf,MD,Oval,1998-06-30,21:30,Tuesday,30,06
Brooklyn,MI,Oval,1998-06-30,21:30,Tuesday,30,06
Pasadena,MD,Cigar,1998-06-30,20:40,Tuesday,30,06
Rome,GA,Sphere,1998-06-30,18:40,Tuesday,30,06
Urbana,IL,Cylinder,1998-06-30,13:00,Tuesday,30,06
Commerce Township,MI,Changing,1998-06-30,10:00,Tuesday,30,06
Algonac,MI,Triangle,1998-06-30,04:15,Tuesday,30,06
Bettendorf,IA,Light,1998-06-30,03:58,Tuesday,30,06
Port St. Lucie,FL,Disk,1998-06-30,03:00,Tuesday,30,06
Indianola,IA,Diamond,1998-06-30,02:00,Tuesday,30,06
Quartzite,AZ,Flash,1998-06-30,01:30,Tuesday,30,06
Jackson,MS,Cylinder,1998-06-30,00:00,Tuesday,30,06
Waterford,WI,Flash,1998-06-29,23:45,Monday,29,06
Yakima,WA,Fireball,1998-06-29,23:01,Monday,29,06
Reno,NV,Circle,1998-06-29,12:00,Monday,29,06
Sacramento,CA,Cigar,1998-06-28,23:20,Sunday,28,06
Central Point,OR,Light,1998-06-28,23:00,Sunday,28,06
"Goat Island/Isle of Palm (between, Intracoastal Waterway)",SC,Fireball,1998-06-28,23:00,Sunday,28,06
Craig (5 miles east of),MT,Oval,1998-06-28,22:00,Sunday,28,06
Fitchburg,MA,Circle,1998-06-28,22:00,Sunday,28,06
Ellicott City,MD,Sphere,1998-06-28,05:00,Sunday,28,06
Blossburg (5 miles east of),PA,Light,1998-06-28,02:30,Sunday,28,06
Penfield,NY,Circle,1998-06-27,22:40,Saturday,27,06
Trenton (Hamilton Township),NJ,Disk,1998-06-27,21:15,Saturday,27,06
East Amwell Township,NJ,Oval,1998-06-27,20:50,Saturday,27,06
East Amwell,NJ,Circle,1998-06-27,20:06,Saturday,27,06
Apple Valley,CA,Other,1998-06-26,19:30,Friday,26,06
Trumann/Jonesboro,AR,Other,1998-06-26,10:15,Friday,26,06
Las Cruces,NM,Circle,1998-06-25,22:18,Thursday,25,06
Plymouth,WI,Circle,1998-06-25,13:00,Thursday,25,06
Boise,ID,Sphere,1998-06-25,11:00,Thursday,25,06
Flagstaff,AZ,Sphere,1998-06-25,10:23,Thursday,25,06
"Moab (near, in Arches National Park)",UT,Light,1998-06-25,10:15,Thursday,25,06
Cleveland,OH,Sphere,1998-06-25,02:00,Thursday,25,06
Austin (area),TX,Other,1998-06-24,22:00,Wednesday,24,06
Lewiston (In Maine near),ME,Light,1998-06-24,18:30,Wednesday,24,06
Apex/Holly Springs (between),NC,Triangle,1998-06-23,01:15,Tuesday,23,06
Neshkoro,WI,Other,1998-06-23,00:30,Tuesday,23,06
Santee,SC,Cylinder,1998-06-22,22:30,Monday,22,06
Austin,TX,Triangle,1998-06-22,04:30,Monday,22,06
Ellsworth,WI,Light,1998-06-22,01:00,Monday,22,06
Evansville,IN,Light,1998-06-22,00:45,Monday,22,06
Waveland,MS,Oval,1998-06-21,23:30,Sunday,21,06
Corpus Christi,TX,Cylinder,1998-06-21,22:30,Sunday,21,06
Moundsville,WV,Light,1998-06-21,22:10,Sunday,21,06
San Bruno,CA,Disk,1998-06-21,21:30,Sunday,21,06
Cary,NC,Circle,1998-06-20,23:30,Saturday,20,06
Wrightwood,CA,Circle,1998-06-20,23:00,Saturday,20,06
Rochester,NY,Chevron,1998-06-20,22:30,Saturday,20,06
Eustace,TX,Oval,1998-06-20,22:00,Saturday,20,06
Wilmington,NC,Other,1998-06-20,21:30,Saturday,20,06
Medford,MA,Cylinder,1998-06-20,20:00,Saturday,20,06
St.Helens,OR,Fireball,1998-06-20,18:00,Saturday,20,06
Covington,WA,Circle,1998-06-20,17:50,Saturday,20,06
Claremore,OK,Sphere,1998-06-20,14:00,Saturday,20,06
Jacksonville,FL,Circle,1998-06-20,03:30,Saturday,20,06
Hartsgrove,OH,Light,1998-06-20,02:00,Saturday,20,06
Dover,DE,Rectangle,1998-06-20,02:00,Saturday,20,06
Superior,MT,Triangle,1998-06-20,00:39,Saturday,20,06
Kirkland,WA,Diamond,1998-06-18,22:30,Thursday,18,06
Narcoossee,FL,Light,1998-06-18,18:45,Thursday,18,06
Corvallis,OR,Sphere,1998-06-17,22:45,Wednesday,17,06
Roseville (Memorial Field),MI,Light,1998-06-17,01:30,Wednesday,17,06
Aspers,PA,Circle,1998-06-16,23:30,Tuesday,16,06
Vincennes,IN,Light,1998-06-16,20:46,Tuesday,16,06
Vincennes,IN,Light,1998-06-16,08:46,Tuesday,16,06
Edmond,OK,Fireball,1998-06-15,23:00,Monday,15,06
McHenry,IL,Light,1998-06-15,23:00,Monday,15,06
Healdsburg (due S of),CA,Fireball,1998-06-15,22:34,Monday,15,06
Bryan,TX,Light,1998-06-15,22:10,Monday,15,06
New Haven,KY,Triangle,1998-06-15,22:00,Monday,15,06
Campwood,TX,Circle,1998-06-15,22:00,Monday,15,06
Valley Springs,CA,Other,1998-06-15,21:30,Monday,15,06
Bensalem,PA,Disk,1998-06-15,21:00,Monday,15,06
Rochester,IN,Light,1998-06-15,20:30,Monday,15,06
Pontoto/Thaxton (between),MS,Triangle,1998-06-15,20:00,Monday,15,06
Stoddard Valley,CA,Other,1998-06-15,20:00,Monday,15,06
Lancaster,NY,Circle,1998-06-15,14:00,Monday,15,06
Florissant,CO,Circle,1998-06-15,14:00,Monday,15,06
Navajo Lake,NM,Sphere,1998-06-15,11:00,Monday,15,06
Kalkaska,MI,Cigar,1998-06-15,11:00,Monday,15,06
Beavercreek,OH,Other,1998-06-15,08:23,Monday,15,06
Kingsville,TX,Light,1998-06-15,05:47,Monday,15,06
Stockton (east of),CA,Fireball,1998-06-15,03:00,Monday,15,06
Irwindale,CA,Light,1998-06-15,03:00,Monday,15,06
